"","module_category","component_category","year.month.repair.","TotalCount","RepairCount"
"5832","M8","P02","2006/12",33,33
"5833","M8","P02","2006/2",6,6
"5834","M8","P02","2006/3",16,16
"5835","M8","P02","2006/4",17,19
"5836","M8","P02","2006/5",18,18
"5837","M8","P02","2006/6",14,15
"5838","M8","P02","2006/7",18,18
"5839","M8","P02","2006/8",32,33
"5840","M8","P02","2006/9",22,23
"5841","M8","P02","2007/1",29,31
"5842","M8","P02","2007/10",45,45
"5843","M8","P02","2007/11",48,48
"5844","M8","P02","2007/12",52,53
"5845","M8","P02","2007/2",36,36
"5846","M8","P02","2007/3",40,40
"5847","M8","P02","2007/4",38,38
"5848","M8","P02","2007/5",45,45
"5849","M8","P02","2007/6",40,40
"5850","M8","P02","2007/7",49,49
"5851","M8","P02","2007/8",52,54
"5852","M8","P02","2007/9",51,51
"5853","M8","P02","2008/1",49,49
"5854","M8","P02","2008/10",14,14
"5855","M8","P02","2008/11",11,11
"5856","M8","P02","2008/12",1,1
"5857","M8","P02","2008/2",49,49
"5858","M8","P02","2008/3",35,35
"5859","M8","P02","2008/4",42,42
"5860","M8","P02","2008/5",19,19
"5861","M8","P02","2008/6",24,24
"5862","M8","P02","2008/7",17,17
"5863","M8","P02","2008/8",27,27
"5864","M8","P02","2008/9",21,21
"5865","M8","P02","2009/1",3,3
"5866","M8","P02","2009/2",4,4
"5867","M8","P02","2009/3",2,2
"5868","M8","P02","2009/4",1,1
"5869","M8","P02","2009/6",1,1
"5870","M8","P02","2009/8",1,1
"5871","M8","P04","2005/10",1,1
"5872","M8","P04","2005/11",5,5
"5873","M8","P04","2005/12",13,16
"5874","M8","P04","2006/1",14,15
"5875","M8","P04","2006/10",22,22
"5876","M8","P04","2006/11",30,30
"5877","M8","P04","2006/12",24,25
"5878","M8","P04","2006/2",26,31
"5879","M8","P04","2006/3",25,29
"5880","M8","P04","2006/4",28,30
"5881","M8","P04","2006/5",54,58
"5882","M8","P04","2006/6",33,36
"5883","M8","P04","2006/7",18,20
"5884","M8","P04","2006/8",28,30
"5885","M8","P04","2006/9",19,20
"5886","M8","P04","2007/1",24,24
"5887","M8","P04","2007/10",49,50
"5888","M8","P04","2007/11",40,40
"5889","M8","P04","2007/12",32,32
"5890","M8","P04","2007/2",22,24
"5891","M8","P04","2007/3",47,55
"5892","M8","P04","2007/4",37,38
"5893","M8","P04","2007/5",32,32
"5894","M8","P04","2007/6",24,24
"5895","M8","P04","2007/7",33,33
"5896","M8","P04","2007/8",57,62
"5897","M8","P04","2007/9",55,56
"5898","M8","P04","2008/1",38,39
"5899","M8","P04","2008/10",22,22
"5900","M8","P04","2008/11",18,18
"5901","M8","P04","2008/12",9,9
"5902","M8","P04","2008/2",41,41
"5903","M8","P04","2008/3",46,47
"5904","M8","P04","2008/4",30,31
"5905","M8","P04","2008/5",26,27
"5906","M8","P04","2008/6",15,15
"5907","M8","P04","2008/7",21,21
"5908","M8","P04","2008/8",33,34
"5909","M8","P04","2008/9",22,23
"5910","M8","P04","2009/1",5,5
"5911","M8","P04","2009/10",2,2
"5912","M8","P04","2009/2",10,11
"5913","M8","P04","2009/3",9,9
"5914","M8","P04","2009/4",5,6
"5915","M8","P04","2009/5",2,2
"5916","M8","P04","2009/7",1,1
"5917","M8","P04","2009/8",2,2
"5918","M8","P04","2009/9",1,1
"5919","M8","P05","2005/10",1,1
"5920","M8","P05","2005/12",4,4
"5921","M8","P05","2006/1",6,6
"5922","M8","P05","2006/10",17,17
"5923","M8","P05","2006/11",12,13
"5924","M8","P05","2006/12",13,14
"5925","M8","P05","2006/2",10,10
"5926","M8","P05","2006/3",10,10
"5927","M8","P05","2006/4",7,7
"5928","M8","P05","2006/5",11,11
"5929","M8","P05","2006/6",8,8
"5930","M8","P05","2006/7",9,9
"5931","M8","P05","2006/8",7,7
"5932","M8","P05","2006/9",14,14
"5933","M8","P05","2007/1",15,15
"5934","M8","P05","2007/10",11,11
"5935","M8","P05","2007/11",16,16
"5936","M8","P05","2007/12",11,11
"5937","M8","P05","2007/2",9,9
"5938","M8","P05","2007/3",12,12
"5939","M8","P05","2007/4",17,17
"5940","M8","P05","2007/5",14,14
"5941","M8","P05","2007/6",18,18
"5942","M8","P05","2007/7",12,12
"5943","M8","P05","2007/8",16,16
"5944","M8","P05","2007/9",14,14
"5945","M8","P05","2008/1",11,12
"5946","M8","P05","2008/10",5,5
"5947","M8","P05","2008/11",7,7
"5948","M8","P05","2008/12",2,2
"5949","M8","P05","2008/2",10,10
"5950","M8","P05","2008/3",13,13
"5951","M8","P05","2008/4",9,9
"5952","M8","P05","2008/5",6,6
"5953","M8","P05","2008/6",5,5
"5954","M8","P05","2008/7",9,9
"5955","M8","P05","2008/8",6,6
"5956","M8","P05","2008/9",7,7
"5957","M8","P05","2009/11",1,1
"5958","M8","P05","2009/2",1,1
"5959","M8","P05","2009/3",2,2
"5960","M8","P05","2009/8",1,1
"5961","M8","P06","2005/10",4,4
"5962","M8","P06","2005/11",22,22
"5963","M8","P06","2005/12",40,43
"5964","M8","P06","2006/1",99,102
"5965","M8","P06","2006/10",425,447
"5966","M8","P06","2006/11",405,430
"5967","M8","P06","2006/12",424,454
"5968","M8","P06","2006/2",128,137
"5969","M8","P06","2006/3",148,157
"5970","M8","P06","2006/4",217,224
"5971","M8","P06","2006/5",217,222
"5972","M8","P06","2006/6",252,260
"5973","M8","P06","2006/7",304,323
"5974","M8","P06","2006/8",311,324
"5975","M8","P06","2006/9",374,399
"5976","M8","P06","2007/1",419,432
"5977","M8","P06","2007/10",427,437
"5978","M8","P06","2007/11",419,434
"5979","M8","P06","2007/12",370,379
"5980","M8","P06","2007/2",446,462
"5981","M8","P06","2007/3",459,466
"5982","M8","P06","2007/4",469,477
"5983","M8","P06","2007/5",375,377
"5984","M8","P06","2007/6",434,446
"5985","M8","P06","2007/7",512,520
"5986","M8","P06","2007/8",424,434
"5987","M8","P06","2007/9",527,543
"5988","M8","P06","2008/1",384,389
"5989","M8","P06","2008/10",151,163
"5990","M8","P06","2008/11",137,140
"5991","M8","P06","2008/12",95,97
"5992","M8","P06","2008/2",373,382
"5993","M8","P06","2008/3",389,397
"5994","M8","P06","2008/4",313,323
"5995","M8","P06","2008/5",254,264
"5996","M8","P06","2008/6",242,250
"5997","M8","P06","2008/7",224,231
"5998","M8","P06","2008/8",233,245
"5999","M8","P06","2008/9",213,215
"6000","M8","P06","2009/1",38,40
"6001","M8","P06","2009/10",5,5
"6002","M8","P06","2009/11",6,7
"6003","M8","P06","2009/12",8,8
"6004","M8","P06","2009/2",38,41
"6005","M8","P06","2009/3",38,38
"6006","M8","P06","2009/4",16,16
"6007","M8","P06","2009/5",26,26
"6008","M8","P06","2009/6",14,14
"6009","M8","P06","2009/7",11,11
"6010","M8","P06","2009/8",13,13
"6011","M8","P06","2009/9",17,18
"6012","M8","P09","2005/11",1,1
"6013","M8","P09","2005/12",4,4
"6014","M8","P09","2006/1",5,5
"6015","M8","P09","2006/10",17,22
"6016","M8","P09","2006/11",32,38
"6017","M8","P09","2006/12",25,33
"6018","M8","P09","2006/2",3,4
"6019","M8","P09","2006/3",10,13
"6020","M8","P09","2006/4",7,7
"6021","M8","P09","2006/5",10,11
"6022","M8","P09","2006/6",17,18
"6023","M8","P09","2006/7",12,13
"6024","M8","P09","2006/8",19,21
"6025","M8","P09","2006/9",16,17
"6026","M8","P09","2007/1",56,71
"6027","M8","P09","2007/10",114,147
"6028","M8","P09","2007/11",114,152
"6029","M8","P09","2007/12",98,131
"6030","M8","P09","2007/2",72,89
"6031","M8","P09","2007/3",88,116
"6032","M8","P09","2007/4",89,115
"6033","M8","P09","2007/5",100,126
"6034","M8","P09","2007/6",124,168
"6035","M8","P09","2007/7",123,173
"6036","M8","P09","2007/8",107,141
"6037","M8","P09","2007/9",141,201
"6038","M8","P09","2008/1",138,196
"6039","M8","P09","2008/10",59,75
"6040","M8","P09","2008/11",59,78
"6041","M8","P09","2008/12",31,37
"6042","M8","P09","2008/2",126,192
"6043","M8","P09","2008/3",160,239
"6044","M8","P09","2008/4",121,175
"6045","M8","P09","2008/5",77,109
"6046","M8","P09","2008/6",87,132
"6047","M8","P09","2008/7",122,168
"6048","M8","P09","2008/8",103,145
"6049","M8","P09","2008/9",104,135
"6050","M8","P09","2009/1",18,22
"6051","M8","P09","2009/10",6,6
"6052","M8","P09","2009/11",2,2
"6053","M8","P09","2009/12",3,3
"6054","M8","P09","2009/2",15,20
"6055","M8","P09","2009/3",13,16
"6056","M8","P09","2009/4",6,7
"6057","M8","P09","2009/5",5,5
"6058","M8","P09","2009/6",4,4
"6059","M8","P09","2009/7",2,2
"6060","M8","P09","2009/8",3,4
"6061","M8","P09","2009/9",5,5
"6062","M8","P10","2006/10",1,1
"6063","M8","P10","2007/9",1,1
"6064","M8","P11","2005/11",2,2
"6065","M8","P11","2005/12",3,3
"6066","M8","P11","2006/1",4,4
"6067","M8","P11","2006/10",9,9
"6068","M8","P11","2006/11",10,10
"6069","M8","P11","2006/12",11,11
"6070","M8","P11","2006/2",2,2
"6071","M8","P11","2006/3",6,6
"6072","M8","P11","2006/4",6,6
"6073","M8","P11","2006/5",10,10
"6074","M8","P11","2006/6",7,7
"6075","M8","P11","2006/7",9,9
"6076","M8","P11","2006/8",17,18
"6077","M8","P11","2006/9",13,13
"6078","M8","P11","2007/1",8,8
"6079","M8","P11","2007/10",7,7
"6080","M8","P11","2007/11",4,4
"6081","M8","P11","2007/12",6,6
"6082","M8","P11","2007/2",16,16
"6083","M8","P11","2007/3",7,7
"6084","M8","P11","2007/4",9,9
"6085","M8","P11","2007/5",9,9
"6086","M8","P11","2007/6",15,15
"6087","M8","P11","2007/7",13,13
"6088","M8","P11","2007/8",6,7
"6089","M8","P11","2007/9",9,10
"6090","M8","P11","2008/1",7,7
"6091","M8","P11","2008/10",2,2
"6092","M8","P11","2008/11",1,1
"6093","M8","P11","2008/12",1,1
"6094","M8","P11","2008/2",7,7
"6095","M8","P11","2008/3",13,13
"6096","M8","P11","2008/4",4,4
"6097","M8","P11","2008/5",8,8
"6098","M8","P11","2008/6",6,6
"6099","M8","P11","2008/7",4,4
"6100","M8","P11","2008/8",5,5
"6101","M8","P11","2008/9",6,6
"6102","M8","P11","2009/1",2,2
"6103","M8","P11","2009/10",1,1
"6104","M8","P11","2009/2",2,2
"6105","M8","P11","2009/3",2,2
"6106","M8","P11","2009/4",1,1
"6107","M8","P12","2005/10",9,9
"6108","M8","P12","2005/11",24,24
"6109","M8","P12","2005/12",25,25
"6110","M8","P12","2006/1",41,44
"6111","M8","P12","2006/10",134,138
"6112","M8","P12","2006/11",134,146
"6113","M8","P12","2006/12",114,132
"6114","M8","P12","2006/2",40,46
"6115","M8","P12","2006/3",56,57
"6116","M8","P12","2006/4",100,111
"6117","M8","P12","2006/5",96,107
"6118","M8","P12","2006/6",100,108
"6119","M8","P12","2006/7",93,94
"6120","M8","P12","2006/8",100,109
"6121","M8","P12","2006/9",112,117
"6122","M8","P12","2007/1",127,148
"6123","M8","P12","2007/10",343,569
"6124","M8","P12","2007/11",278,444
"6125","M8","P12","2007/12",339,583
"6126","M8","P12","2007/2",152,174
"6127","M8","P12","2007/3",193,244
"6128","M8","P12","2007/4",199,263
"6129","M8","P12","2007/5",178,239
"6130","M8","P12","2007/6",216,303
"6131","M8","P12","2007/7",305,453
"6132","M8","P12","2007/8",335,536
"6133","M8","P12","2007/9",338,500
"6134","M8","P12","2008/1",332,571
"6135","M8","P12","2008/10",215,406
"6136","M8","P12","2008/11",197,366
"6137","M8","P12","2008/12",122,213
"6138","M8","P12","2008/2",314,550
"6139","M8","P12","2008/3",336,601
"6140","M8","P12","2008/4",278,515
"6141","M8","P12","2008/5",181,330
"6142","M8","P12","2008/6",218,402
"6143","M8","P12","2008/7",280,520
"6144","M8","P12","2008/8",313,602
"6145","M8","P12","2008/9",284,531
"6146","M8","P12","2009/1",71,119
"6147","M8","P12","2009/10",15,24
"6148","M8","P12","2009/11",8,11
"6149","M8","P12","2009/12",4,5
"6150","M8","P12","2009/2",58,95
"6151","M8","P12","2009/3",33,54
"6152","M8","P12","2009/4",11,20
"6153","M8","P12","2009/5",16,25
"6154","M8","P12","2009/6",10,16
"6155","M8","P12","2009/7",17,31
"6156","M8","P12","2009/8",11,18
"6157","M8","P12","2009/9",15,24
"6158","M8","P13","2005/10",2,2
"6159","M8","P13","2005/11",4,4
"6160","M8","P13","2005/12",10,11
"6161","M8","P13","2006/1",18,19
"6162","M8","P13","2006/10",31,31
"6163","M8","P13","2006/11",22,23
"6164","M8","P13","2006/12",23,23
"6165","M8","P13","2006/2",25,31
"6166","M8","P13","2006/3",24,26
"6167","M8","P13","2006/4",23,23
"6168","M8","P13","2006/5",33,35
"6169","M8","P13","2006/6",20,20
"6170","M8","P13","2006/7",18,19
"6171","M8","P13","2006/8",29,30
"6172","M8","P13","2006/9",18,20
"6173","M8","P13","2007/1",39,40
"6174","M8","P13","2007/10",25,25
"6175","M8","P13","2007/11",31,31
"6176","M8","P13","2007/12",16,16
"6177","M8","P13","2007/2",23,24
"6178","M8","P13","2007/3",30,30
"6179","M8","P13","2007/4",33,33
"6180","M8","P13","2007/5",20,20
"6181","M8","P13","2007/6",17,17
"6182","M8","P13","2007/7",37,37
"6183","M8","P13","2007/8",23,24
"6184","M8","P13","2007/9",34,34
"6185","M8","P13","2008/1",14,14
"6186","M8","P13","2008/10",8,8
"6187","M8","P13","2008/11",13,13
"6188","M8","P13","2008/12",4,4
"6189","M8","P13","2008/2",21,21
"6190","M8","P13","2008/3",19,19
"6191","M8","P13","2008/4",19,20
"6192","M8","P13","2008/5",9,9
"6193","M8","P13","2008/6",17,17
"6194","M8","P13","2008/7",10,10
"6195","M8","P13","2008/8",17,17
"6196","M8","P13","2008/9",11,11
"6197","M8","P13","2009/2",2,2
"6198","M8","P13","2009/3",3,3
"6199","M8","P13","2009/7",2,2
"6200","M8","P13","2009/8",1,1
"6201","M8","P15","2005/10",1,1
"6202","M8","P15","2005/11",4,4
"6203","M8","P15","2005/12",6,6
"6204","M8","P15","2006/1",18,18
"6205","M8","P15","2006/10",58,59
"6206","M8","P15","2006/11",78,79
"6207","M8","P15","2006/12",69,72
"6208","M8","P15","2006/2",10,10
"6209","M8","P15","2006/3",22,22
"6210","M8","P15","2006/4",29,30
"6211","M8","P15","2006/5",31,31
"6212","M8","P15","2006/6",37,37
"6213","M8","P15","2006/7",52,52
"6214","M8","P15","2006/8",51,51
"6215","M8","P15","2006/9",63,64
"6216","M8","P15","2007/1",46,46
"6217","M8","P15","2007/10",79,79
"6218","M8","P15","2007/11",66,66
"6219","M8","P15","2007/12",68,68
"6220","M8","P15","2007/2",68,69
"6221","M8","P15","2007/3",70,71
"6222","M8","P15","2007/4",87,87
"6223","M8","P15","2007/5",73,73
"6224","M8","P15","2007/6",67,68
"6225","M8","P15","2007/7",90,90
"6226","M8","P15","2007/8",71,74
"6227","M8","P15","2007/9",90,92
"6228","M8","P15","2008/1",63,64
"6229","M8","P15","2008/10",22,23
"6230","M8","P15","2008/11",28,30
"6231","M8","P15","2008/12",15,16
"6232","M8","P15","2008/2",72,74
"6233","M8","P15","2008/3",63,63
"6234","M8","P15","2008/4",40,40
"6235","M8","P15","2008/5",39,40
"6236","M8","P15","2008/6",43,43
"6237","M8","P15","2008/7",49,49
"6238","M8","P15","2008/8",45,45
"6239","M8","P15","2008/9",38,39
"6240","M8","P15","2009/1",6,6
"6241","M8","P15","2009/10",1,1
"6242","M8","P15","2009/11",1,1
"6243","M8","P15","2009/12",2,5
"6244","M8","P15","2009/2",6,6
"6245","M8","P15","2009/3",10,11
"6246","M8","P15","2009/4",2,2
"6247","M8","P15","2009/5",3,3
"6248","M8","P15","2009/6",1,1
"6249","M8","P15","2009/7",2,2
"6250","M8","P15","2009/8",4,4
"6251","M8","P15","2009/9",6,6
"6252","M8","P16","2005/10",5,5
"6253","M8","P16","2005/11",7,7
"6254","M8","P16","2005/12",6,6
"6255","M8","P16","2006/1",17,17
"6256","M8","P16","2006/10",94,95
"6257","M8","P16","2006/11",92,93
"6258","M8","P16","2006/12",89,90
"6259","M8","P16","2006/2",26,28
"6260","M8","P16","2006/3",38,40
"6261","M8","P16","2006/4",37,37
"6262","M8","P16","2006/5",39,40
"6263","M8","P16","2006/6",51,51
"6264","M8","P16","2006/7",59,59
"6265","M8","P16","2006/8",54,54
"6266","M8","P16","2006/9",69,70
"6267","M8","P16","2007/1",114,117
"6268","M8","P16","2007/10",138,138
"6269","M8","P16","2007/11",117,119
"6270","M8","P16","2007/12",92,94
"6271","M8","P16","2007/2",116,118
"6272","M8","P16","2007/3",127,128
"6273","M8","P16","2007/4",103,103
"6274","M8","P16","2007/5",87,87
"6275","M8","P16","2007/6",92,92
"6276","M8","P16","2007/7",114,115
"6277","M8","P16","2007/8",112,116
"6278","M8","P16","2007/9",133,135
"6279","M8","P16","2008/1",86,89
"6280","M8","P16","2008/10",40,43
"6281","M8","P16","2008/11",31,31
"6282","M8","P16","2008/12",30,31
"6283","M8","P16","2008/2",95,95
"6284","M8","P16","2008/3",107,108
"6285","M8","P16","2008/4",86,88
"6286","M8","P16","2008/5",53,53
"6287","M8","P16","2008/6",57,58
"6288","M8","P16","2008/7",52,52
"6289","M8","P16","2008/8",58,58
"6290","M8","P16","2008/9",44,44
"6291","M8","P16","2009/1",24,25
"6292","M8","P16","2009/10",9,14
"6293","M8","P16","2009/11",3,3
"6294","M8","P16","2009/12",6,8
"6295","M8","P16","2009/2",16,16
"6296","M8","P16","2009/3",13,13
"6297","M8","P16","2009/4",6,6
"6298","M8","P16","2009/5",8,8
"6299","M8","P16","2009/6",7,7
"6300","M8","P16","2009/7",8,8
"6301","M8","P16","2009/8",4,4
"6302","M8","P16","2009/9",8,8
"6303","M8","P17","2005/11",1,1
"6304","M8","P17","2005/12",1,1
"6305","M8","P17","2006/1",5,5
"6306","M8","P17","2006/10",20,20
"6307","M8","P17","2006/11",9,10
"6308","M8","P17","2006/12",18,20
"6309","M8","P17","2006/2",3,5
"6310","M8","P17","2006/3",6,6
"6311","M8","P17","2006/4",8,8
"6312","M8","P17","2006/5",7,7
"6313","M8","P17","2006/6",10,10
"6314","M8","P17","2006/7",9,9
"6315","M8","P17","2006/8",13,14
"6316","M8","P17","2006/9",10,10
"6317","M8","P17","2007/1",13,13
"6318","M8","P17","2007/10",13,13
"6319","M8","P17","2007/11",16,16
"6320","M8","P17","2007/12",19,19
"6321","M8","P17","2007/2",11,12
"6322","M8","P17","2007/3",12,12
"6323","M8","P17","2007/4",13,14
"6324","M8","P17","2007/5",16,16
"6325","M8","P17","2007/6",20,21
"6326","M8","P17","2007/7",26,27
"6327","M8","P17","2007/8",18,18
"6328","M8","P17","2007/9",26,27
"6329","M8","P17","2008/1",15,16
"6330","M8","P17","2008/10",3,3
"6331","M8","P17","2008/11",7,7
"6332","M8","P17","2008/12",2,2
"6333","M8","P17","2008/2",15,18
"6334","M8","P17","2008/3",25,25
"6335","M8","P17","2008/4",16,16
"6336","M8","P17","2008/5",10,12
"6337","M8","P17","2008/6",14,14
"6338","M8","P17","2008/7",15,15
"6339","M8","P17","2008/8",10,10
"6340","M8","P17","2008/9",5,5
"6341","M8","P17","2009/1",3,3
"6342","M8","P17","2009/10",2,2
"6343","M8","P17","2009/11",1,1
"6344","M8","P17","2009/12",1,1
"6345","M8","P17","2009/3",6,6
"6346","M8","P17","2009/5",1,1
"6347","M8","P17","2009/6",1,1
"6348","M8","P17","2009/9",3,3
"6349","M8","P19","2005/12",1,1
"6350","M8","P19","2006/1",3,4
"6351","M8","P19","2006/10",13,14
"6352","M8","P19","2006/11",8,8
"6353","M8","P19","2006/12",18,19
"6354","M8","P19","2006/2",4,4
"6355","M8","P19","2006/3",3,3
"6356","M8","P19","2006/4",6,6
"6357","M8","P19","2006/5",8,8
"6358","M8","P19","2006/6",10,12
"6359","M8","P19","2006/7",10,11
"6360","M8","P19","2006/8",5,5
"6361","M8","P19","2006/9",10,10
"6362","M8","P19","2007/1",11,12
"6363","M8","P19","2007/10",11,11
"6364","M8","P19","2007/11",6,6
"6365","M8","P19","2007/12",14,14
"6366","M8","P19","2007/2",7,7
"6367","M8","P19","2007/3",15,15
"6368","M8","P19","2007/4",11,11
"6369","M8","P19","2007/5",12,12
"6370","M8","P19","2007/6",7,7
"6371","M8","P19","2007/7",14,14
"6372","M8","P19","2007/8",8,8
"6373","M8","P19","2007/9",13,13
"6374","M8","P19","2008/1",8,8
"6375","M8","P19","2008/10",3,3
"6376","M8","P19","2008/11",5,5
"6377","M8","P19","2008/12",3,3
"6378","M8","P19","2008/2",5,5
"6379","M8","P19","2008/3",8,8
"6380","M8","P19","2008/4",5,5
"6381","M8","P19","2008/5",7,7
"6382","M8","P19","2008/6",3,3
"6383","M8","P19","2008/7",3,3
"6384","M8","P19","2008/8",7,7
"6385","M8","P19","2008/9",6,6
"6386","M8","P19","2009/1",1,1
"6387","M8","P19","2009/2",1,1
"6388","M8","P19","2009/9",2,2
"6389","M8","P20","2005/10",1,1
"6390","M8","P20","2005/11",19,19
"6391","M8","P20","2005/12",30,31
"6392","M8","P20","2006/1",63,65
"6393","M8","P20","2006/10",242,250
"6394","M8","P20","2006/11",255,261
"6395","M8","P20","2006/12",244,251
"6396","M8","P20","2006/2",72,76
"6397","M8","P20","2006/3",91,97
"6398","M8","P20","2006/4",75,76
"6399","M8","P20","2006/5",131,135
"6400","M8","P20","2006/6",113,117
"6401","M8","P20","2006/7",160,165
"6402","M8","P20","2006/8",161,164
"6403","M8","P20","2006/9",211,216
"6404","M8","P20","2007/1",280,289
"6405","M8","P20","2007/10",235,237
"6406","M8","P20","2007/11",222,224
"6407","M8","P20","2007/12",200,200
"6408","M8","P20","2007/2",272,279
"6409","M8","P20","2007/3",338,339
"6410","M8","P20","2007/4",270,272
"6411","M8","P20","2007/5",257,259
"6412","M8","P20","2007/6",253,255
"6413","M8","P20","2007/7",271,273
"6414","M8","P20","2007/8",273,283
"6415","M8","P20","2007/9",235,239
"6416","M8","P20","2008/1",178,179
"6417","M8","P20","2008/10",63,63
"6418","M8","P20","2008/11",41,41
"6419","M8","P20","2008/12",39,40
"6420","M8","P20","2008/2",182,182
"6421","M8","P20","2008/3",208,210
"6422","M8","P20","2008/4",144,146
"6423","M8","P20","2008/5",99,99
"6424","M8","P20","2008/6",99,101
"6425","M8","P20","2008/7",119,119
"6426","M8","P20","2008/8",114,117
"6427","M8","P20","2008/9",85,86
"6428","M8","P20","2009/1",17,17
"6429","M8","P20","2009/10",1,1
"6430","M8","P20","2009/11",3,3
"6431","M8","P20","2009/12",1,1
"6432","M8","P20","2009/2",11,11
"6433","M8","P20","2009/3",8,8
"6434","M8","P20","2009/4",4,4
"6435","M8","P20","2009/5",3,3
"6436","M8","P20","2009/6",3,3
"6437","M8","P20","2009/7",2,2
"6438","M8","P20","2009/8",2,3
"6439","M8","P20","2009/9",3,3
"6440","M8","P21","2005/10",2,2
"6441","M8","P21","2005/11",2,2
"6442","M8","P21","2005/12",8,8
"6443","M8","P21","2006/1",15,15
"6444","M8","P21","2006/10",70,71
"6445","M8","P21","2006/11",78,81
"6446","M8","P21","2006/12",62,63
"6447","M8","P21","2006/2",30,30
"6448","M8","P21","2006/3",40,41
"6449","M8","P21","2006/4",46,46
"6450","M8","P21","2006/5",69,71
"6451","M8","P21","2006/6",47,48
"6452","M8","P21","2006/7",37,38
"6453","M8","P21","2006/8",57,59
"6454","M8","P21","2006/9",67,68
"6455","M8","P21","2007/1",62,63
"6456","M8","P21","2007/10",40,40
"6457","M8","P21","2007/11",34,34
"6458","M8","P21","2007/12",29,29
"6459","M8","P21","2007/2",61,62
"6460","M8","P21","2007/3",52,52
"6461","M8","P21","2007/4",40,40
"6462","M8","P21","2007/5",35,35
"6463","M8","P21","2007/6",36,36
"6464","M8","P21","2007/7",35,35
"6465","M8","P21","2007/8",30,31
"6466","M8","P21","2007/9",34,34
"6467","M8","P21","2008/1",24,24
"6468","M8","P21","2008/10",7,7
"6469","M8","P21","2008/11",14,16
"6470","M8","P21","2008/12",11,11
"6471","M8","P21","2008/2",11,11
"6472","M8","P21","2008/3",24,24
"6473","M8","P21","2008/4",16,17
"6474","M8","P21","2008/5",9,10
"6475","M8","P21","2008/6",16,16
"6476","M8","P21","2008/7",13,13
"6477","M8","P21","2008/8",10,11
"6478","M8","P21","2008/9",11,11
"6479","M8","P21","2009/1",10,10
"6480","M8","P21","2009/10",1,1
"6481","M8","P21","2009/11",2,2
"6482","M8","P21","2009/12",1,1
"6483","M8","P21","2009/2",7,7
"6484","M8","P21","2009/3",10,10
"6485","M8","P21","2009/4",11,11
"6486","M8","P21","2009/5",4,4
"6487","M8","P21","2009/6",3,3
"6488","M8","P21","2009/7",5,5
"6489","M8","P21","2009/8",4,4
"6490","M8","P21","2009/9",5,5
"6491","M8","P22","2005/10",2,2
"6492","M8","P22","2005/11",3,3
"6493","M8","P22","2005/12",3,3
"6494","M8","P22","2006/1",12,12
"6495","M8","P22","2006/10",58,58
"6496","M8","P22","2006/11",49,49
"6497","M8","P22","2006/12",47,47
"6498","M8","P22","2006/2",6,6
"6499","M8","P22","2006/3",17,17
"6500","M8","P22","2006/4",9,9
"6501","M8","P22","2006/5",21,22
"6502","M8","P22","2006/6",37,37
"6503","M8","P22","2006/7",49,49
"6504","M8","P22","2006/8",35,35
"6505","M8","P22","2006/9",57,58
"6506","M8","P22","2007/1",36,36
"6507","M8","P22","2007/10",36,36
"6508","M8","P22","2007/11",36,36
"6509","M8","P22","2007/12",11,11
"6510","M8","P22","2007/2",61,61
"6511","M8","P22","2007/3",60,60
"6512","M8","P22","2007/4",48,48
"6513","M8","P22","2007/5",43,43
"6514","M8","P22","2007/6",45,45
"6515","M8","P22","2007/7",55,56
"6516","M8","P22","2007/8",56,62
"6517","M8","P22","2007/9",62,64
"6518","M8","P22","2008/1",27,27
"6519","M8","P22","2008/10",17,17
"6520","M8","P22","2008/11",11,11
"6521","M8","P22","2008/12",8,8
"6522","M8","P22","2008/2",34,34
"6523","M8","P22","2008/3",37,37
"6524","M8","P22","2008/4",33,34
"6525","M8","P22","2008/5",30,30
"6526","M8","P22","2008/6",24,24
"6527","M8","P22","2008/7",32,32
"6528","M8","P22","2008/8",31,31
"6529","M8","P22","2008/9",20,20
"6530","M8","P22","2009/1",7,7
"6531","M8","P22","2009/10",1,1
"6532","M8","P22","2009/12",1,1
"6533","M8","P22","2009/2",3,3
"6534","M8","P22","2009/3",1,1
"6535","M8","P22","2009/4",1,1
"6536","M8","P22","2009/6",1,1
"6537","M8","P22","2009/7",2,2
"6538","M8","P22","2009/8",1,1
"6539","M8","P24","2005/10",2,2
"6540","M8","P24","2005/11",9,9
"6541","M8","P24","2005/12",7,7
"6542","M8","P24","2006/1",19,19
"6543","M8","P24","2006/10",134,137
"6544","M8","P24","2006/11",132,132
"6545","M8","P24","2006/12",134,136
"6546","M8","P24","2006/2",25,26
"6547","M8","P24","2006/3",20,20
"6548","M8","P24","2006/4",29,29
"6549","M8","P24","2006/5",52,52
"6550","M8","P24","2006/6",60,61
"6551","M8","P24","2006/7",72,74
"6552","M8","P24","2006/8",76,78
"6553","M8","P24","2006/9",115,115
"6554","M8","P24","2007/1",136,136
"6555","M8","P24","2007/10",191,193
"6556","M8","P24","2007/11",168,168
"6557","M8","P24","2007/12",159,159
"6558","M8","P24","2007/2",177,179
"6559","M8","P24","2007/3",204,205
"6560","M8","P24","2007/4",165,166
"6561","M8","P24","2007/5",145,147
"6562","M8","P24","2007/6",169,170
"6563","M8","P24","2007/7",154,155
"6564","M8","P24","2007/8",141,143
"6565","M8","P24","2007/9",181,184
"6566","M8","P24","2008/1",177,178
