"","module_category","component_category","year.month","TotalCount","SaleCount"
"2145","M5","P01","2006/10",55,4762
"2146","M5","P01","2006/11",55,210
"2147","M5","P01","2006/12",55,-1
"2148","M5","P01","2006/2",55,61059
"2149","M5","P01","2006/3",55,55823
"2150","M5","P01","2006/4",55,43257
"2151","M5","P01","2006/5",55,33606
"2152","M5","P01","2006/6",55,15925
"2153","M5","P01","2006/7",55,21947
"2154","M5","P01","2006/8",55,9332
"2155","M5","P01","2006/9",55,3644
"2156","M5","P01","2007/1",55,-8
"2157","M5","P01","2007/2",55,-1
"2158","M5","P01","2007/3",55,-21
"2159","M5","P02","2005/10",55,50602
"2160","M5","P02","2005/11",55,93738
"2161","M5","P02","2005/12",55,48311
"2162","M5","P02","2005/9",55,5729
"2163","M5","P02","2006/1",55,63755
"2164","M5","P02","2006/10",55,4762
"2165","M5","P02","2006/11",55,210
"2166","M5","P02","2006/12",55,-1
"2167","M5","P02","2006/2",55,61059
"2168","M5","P02","2006/3",55,55823
"2169","M5","P02","2006/4",55,43257
"2170","M5","P02","2006/5",55,33606
"2171","M5","P02","2006/6",55,15925
"2172","M5","P02","2006/7",55,21947
"2173","M5","P02","2006/8",55,9332
"2174","M5","P02","2006/9",55,3644
"2175","M5","P02","2007/1",55,-8
"2176","M5","P02","2007/2",55,-1
"2177","M5","P02","2007/3",55,-21
"2178","M5","P03","2005/10",55,50602
"2179","M5","P03","2005/11",55,93738
"2180","M5","P03","2005/12",55,48311
"2181","M5","P03","2005/9",55,5729
"2182","M5","P03","2006/1",55,63755
"2183","M5","P03","2006/10",55,4762
"2184","M5","P03","2006/11",55,210
"2185","M5","P03","2006/12",55,-1
"2186","M5","P03","2006/2",55,61059
"2187","M5","P03","2006/3",55,55823
"2188","M5","P03","2006/4",55,43257
"2189","M5","P03","2006/5",55,33606
"2190","M5","P03","2006/6",55,15925
"2191","M5","P03","2006/7",55,21947
"2192","M5","P03","2006/8",55,9332
"2193","M5","P03","2006/9",55,3644
"2194","M5","P03","2007/1",55,-8
"2195","M5","P03","2007/2",55,-1
"2196","M5","P03","2007/3",55,-21
"2197","M5","P04","2005/10",55,50602
"2198","M5","P04","2005/11",55,93738
"2199","M5","P04","2005/12",55,48311
"2200","M5","P04","2005/9",55,5729
"2201","M5","P04","2006/1",55,63755
"2202","M5","P04","2006/10",55,4762
"2203","M5","P04","2006/11",55,210
"2204","M5","P04","2006/12",55,-1
"2205","M5","P04","2006/2",55,61059
"2206","M5","P04","2006/3",55,55823
"2207","M5","P04","2006/4",55,43257
"2208","M5","P04","2006/5",55,33606
"2209","M5","P04","2006/6",55,15925
"2210","M5","P04","2006/7",55,21947
"2211","M5","P04","2006/8",55,9332
"2212","M5","P04","2006/9",55,3644
"2213","M5","P04","2007/1",55,-8
"2214","M5","P04","2007/2",55,-1
"2215","M5","P04","2007/3",55,-21
"2216","M5","P05","2005/10",55,50602
"2217","M5","P05","2005/11",55,93738
"2218","M5","P05","2005/12",55,48311
"2219","M5","P05","2005/9",55,5729
"2220","M5","P05","2006/1",55,63755
"2221","M5","P05","2006/10",55,4762
"2222","M5","P05","2006/11",55,210
"2223","M5","P05","2006/12",55,-1
"2224","M5","P05","2006/2",55,61059
"2225","M5","P05","2006/3",55,55823
"2226","M5","P05","2006/4",55,43257
"2227","M5","P05","2006/5",55,33606
"2228","M5","P05","2006/6",55,15925
"2229","M5","P05","2006/7",55,21947
"2230","M5","P05","2006/8",55,9332
"2231","M5","P05","2006/9",55,3644
"2232","M5","P05","2007/1",55,-8
"2233","M5","P05","2007/2",55,-1
"2234","M5","P05","2007/3",55,-21
"2235","M5","P06","2005/10",55,50602
"2236","M5","P06","2005/11",55,93738
"2237","M5","P06","2005/12",55,48311
"2238","M5","P06","2005/9",55,5729
"2239","M5","P06","2006/1",55,63755
"2240","M5","P06","2006/10",55,4762
"2241","M5","P06","2006/11",55,210
"2242","M5","P06","2006/12",55,-1
"2243","M5","P06","2006/2",55,61059
"2244","M5","P06","2006/3",55,55823
"2245","M5","P06","2006/4",55,43257
"2246","M5","P06","2006/5",55,33606
"2247","M5","P06","2006/6",55,15925
"2248","M5","P06","2006/7",55,21947
"2249","M5","P06","2006/8",55,9332
"2250","M5","P06","2006/9",55,3644
"2251","M5","P06","2007/1",55,-8
"2252","M5","P06","2007/2",55,-1
"2253","M5","P06","2007/3",55,-21
"2254","M5","P07","2005/10",55,50602
"2255","M5","P07","2005/11",55,93738
"2256","M5","P07","2005/12",55,48311
"2257","M5","P07","2005/9",55,5729
"2258","M5","P07","2006/1",55,63755
"2259","M5","P07","2006/10",55,4762
"2260","M5","P07","2006/11",55,210
"2261","M5","P07","2006/12",55,-1
"2262","M5","P07","2006/2",55,61059
"2263","M5","P07","2006/3",55,55823
"2264","M5","P07","2006/4",55,43257
"2265","M5","P07","2006/5",55,33606
"2266","M5","P07","2006/6",55,15925
"2267","M5","P07","2006/7",55,21947
"2268","M5","P07","2006/8",55,9332
"2269","M5","P07","2006/9",55,3644
"2270","M5","P07","2007/1",55,-8
"2271","M5","P07","2007/2",55,-1
"2272","M5","P07","2007/3",55,-21
"2273","M5","P08","2005/10",55,50602
"2274","M5","P08","2005/11",55,93738
"2275","M5","P08","2005/12",55,48311
"2276","M5","P08","2005/9",55,5729
"2277","M5","P08","2006/1",55,63755
"2278","M5","P08","2006/10",55,4762
"2279","M5","P08","2006/11",55,210
"2280","M5","P08","2006/12",55,-1
"2281","M5","P08","2006/2",55,61059
"2282","M5","P08","2006/3",55,55823
"2283","M5","P08","2006/4",55,43257
"2284","M5","P08","2006/5",55,33606
"2285","M5","P08","2006/6",55,15925
"2286","M5","P08","2006/7",55,21947
"2287","M5","P08","2006/8",55,9332
"2288","M5","P08","2006/9",55,3644
"2289","M5","P08","2007/1",55,-8
"2290","M5","P08","2007/2",55,-1
"2291","M5","P08","2007/3",55,-21
"2292","M5","P09","2005/10",55,50602
"2293","M5","P09","2005/11",55,93738
"2294","M5","P09","2005/12",55,48311
"2295","M5","P09","2005/9",55,5729
"2296","M5","P09","2006/1",55,63755
"2297","M5","P09","2006/10",55,4762
"2298","M5","P09","2006/11",55,210
"2299","M5","P09","2006/12",55,-1
"2300","M5","P09","2006/2",55,61059
"2301","M5","P09","2006/3",55,55823
"2302","M5","P09","2006/4",55,43257
"2303","M5","P09","2006/5",55,33606
"2304","M5","P09","2006/6",55,15925
"2305","M5","P09","2006/7",55,21947
"2306","M5","P09","2006/8",55,9332
"2307","M5","P09","2006/9",55,3644
"2308","M5","P09","2007/1",55,-8
"2309","M5","P09","2007/2",55,-1
"2310","M5","P09","2007/3",55,-21
"2311","M5","P10","2005/10",55,50602
"2312","M5","P10","2005/11",55,93738
"2313","M5","P10","2005/12",55,48311
"2314","M5","P10","2005/9",55,5729
"2315","M5","P10","2006/1",55,63755
"2316","M5","P10","2006/10",55,4762
"2317","M5","P10","2006/11",55,210
"2318","M5","P10","2006/12",55,-1
"2319","M5","P10","2006/2",55,61059
"2320","M5","P10","2006/3",55,55823
"2321","M5","P10","2006/4",55,43257
"2322","M5","P10","2006/5",55,33606
"2323","M5","P10","2006/6",55,15925
"2324","M5","P10","2006/7",55,21947
"2325","M5","P10","2006/8",55,9332
"2326","M5","P10","2006/9",55,3644
"2327","M5","P10","2007/1",55,-8
"2328","M5","P10","2007/2",55,-1
"2329","M5","P10","2007/3",55,-21
"2330","M5","P11","2005/10",55,50602
"2331","M5","P11","2005/11",55,93738
"2332","M5","P11","2005/12",55,48311
"2333","M5","P11","2005/9",55,5729
"2334","M5","P11","2006/1",55,63755
"2335","M5","P11","2006/10",55,4762
"2336","M5","P11","2006/11",55,210
"2337","M5","P11","2006/12",55,-1
"2338","M5","P11","2006/2",55,61059
"2339","M5","P11","2006/3",55,55823
"2340","M5","P11","2006/4",55,43257
"2341","M5","P11","2006/5",55,33606
"2342","M5","P11","2006/6",55,15925
"2343","M5","P11","2006/7",55,21947
"2344","M5","P11","2006/8",55,9332
"2345","M5","P11","2006/9",55,3644
"2346","M5","P11","2007/1",55,-8
"2347","M5","P11","2007/2",55,-1
"2348","M5","P11","2007/3",55,-21
"2349","M5","P12","2005/10",55,50602
"2350","M5","P12","2005/11",55,93738
"2351","M5","P12","2005/12",55,48311
"2352","M5","P12","2005/9",55,5729
"2353","M5","P12","2006/1",55,63755
"2354","M5","P12","2006/10",55,4762
"2355","M5","P12","2006/11",55,210
"2356","M5","P12","2006/12",55,-1
"2357","M5","P12","2006/2",55,61059
"2358","M5","P12","2006/3",55,55823
"2359","M5","P12","2006/4",55,43257
"2360","M5","P12","2006/5",55,33606
"2361","M5","P12","2006/6",55,15925
"2362","M5","P12","2006/7",55,21947
"2363","M5","P12","2006/8",55,9332
"2364","M5","P12","2006/9",55,3644
"2365","M5","P12","2007/1",55,-8
"2366","M5","P12","2007/2",55,-1
"2367","M5","P12","2007/3",55,-21
"2368","M5","P13","2005/10",55,50602
"2369","M5","P13","2005/11",55,93738
"2370","M5","P13","2005/12",55,48311
"2371","M5","P13","2005/9",55,5729
"2372","M5","P13","2006/1",55,63755
"2373","M5","P13","2006/10",55,4762
"2374","M5","P13","2006/11",55,210
"2375","M5","P13","2006/12",55,-1
"2376","M5","P13","2006/2",55,61059
"2377","M5","P13","2006/3",55,55823
"2378","M5","P13","2006/4",55,43257
"2379","M5","P13","2006/5",55,33606
"2380","M5","P13","2006/6",55,15925
"2381","M5","P13","2006/7",55,21947
"2382","M5","P13","2006/8",55,9332
"2383","M5","P13","2006/9",55,3644
"2384","M5","P13","2007/1",55,-8
"2385","M5","P13","2007/2",55,-1
"2386","M5","P13","2007/3",55,-21
"2387","M5","P14","2005/10",55,50602
"2388","M5","P14","2005/11",55,93738
"2389","M5","P14","2005/12",55,48311
"2390","M5","P14","2005/9",55,5729
"2391","M5","P14","2006/1",55,63755
"2392","M5","P14","2006/10",55,4762
"2393","M5","P14","2006/11",55,210
"2394","M5","P14","2006/12",55,-1
"2395","M5","P14","2006/2",55,61059
"2396","M5","P14","2006/3",55,55823
"2397","M5","P14","2006/4",55,43257
"2398","M5","P14","2006/5",55,33606
"2399","M5","P14","2006/6",55,15925
"2400","M5","P14","2006/7",55,21947
"2401","M5","P14","2006/8",55,9332
"2402","M5","P14","2006/9",55,3644
"2403","M5","P14","2007/1",55,-8
"2404","M5","P14","2007/2",55,-1
"2405","M5","P14","2007/3",55,-21
"2406","M5","P15","2005/10",55,50602
"2407","M5","P15","2005/11",55,93738
"2408","M5","P15","2005/12",55,48311
"2409","M5","P15","2005/9",55,5729
"2410","M5","P15","2006/1",55,63755
"2411","M5","P15","2006/10",55,4762
"2412","M5","P15","2006/11",55,210
"2413","M5","P15","2006/12",55,-1
"2414","M5","P15","2006/2",55,61059
"2415","M5","P15","2006/3",55,55823
"2416","M5","P15","2006/4",55,43257
"2417","M5","P15","2006/5",55,33606
"2418","M5","P15","2006/6",55,15925
"2419","M5","P15","2006/7",55,21947
"2420","M5","P15","2006/8",55,9332
"2421","M5","P15","2006/9",55,3644
"2422","M5","P15","2007/1",55,-8
"2423","M5","P15","2007/2",55,-1
"2424","M5","P15","2007/3",55,-21
"2425","M5","P16","2005/10",55,50602
"2426","M5","P16","2005/11",55,93738
"2427","M5","P16","2005/12",55,48311
"2428","M5","P16","2005/9",55,5729
"2429","M5","P16","2006/1",55,63755
"2430","M5","P16","2006/10",55,4762
"2431","M5","P16","2006/11",55,210
"2432","M5","P16","2006/12",55,-1
"2433","M5","P16","2006/2",55,61059
"2434","M5","P16","2006/3",55,55823
"2435","M5","P16","2006/4",55,43257
"2436","M5","P16","2006/5",55,33606
"2437","M5","P16","2006/6",55,15925
"2438","M5","P16","2006/7",55,21947
"2439","M5","P16","2006/8",55,9332
"2440","M5","P16","2006/9",55,3644
"2441","M5","P16","2007/1",55,-8
"2442","M5","P16","2007/2",55,-1
"2443","M5","P16","2007/3",55,-21
"2444","M5","P17","2005/10",55,50602
"2445","M5","P17","2005/11",55,93738
"2446","M5","P17","2005/12",55,48311
"2447","M5","P17","2005/9",55,5729
"2448","M5","P17","2006/1",55,63755
"2449","M5","P17","2006/10",55,4762
"2450","M5","P17","2006/11",55,210
"2451","M5","P17","2006/12",55,-1
"2452","M5","P17","2006/2",55,61059
"2453","M5","P17","2006/3",55,55823
"2454","M5","P17","2006/4",55,43257
"2455","M5","P17","2006/5",55,33606
"2456","M5","P17","2006/6",55,15925
"2457","M5","P17","2006/7",55,21947
"2458","M5","P17","2006/8",55,9332
"2459","M5","P17","2006/9",55,3644
"2460","M5","P17","2007/1",55,-8
"2461","M5","P17","2007/2",55,-1
"2462","M5","P17","2007/3",55,-21
"2463","M5","P18","2005/10",55,50602
"2464","M5","P18","2005/11",55,93738
"2465","M5","P18","2005/12",55,48311
"2466","M5","P18","2005/9",55,5729
"2467","M5","P18","2006/1",55,63755
"2468","M5","P18","2006/10",55,4762
"2469","M5","P18","2006/11",55,210
"2470","M5","P18","2006/12",55,-1
"2471","M5","P18","2006/2",55,61059
"2472","M5","P18","2006/3",55,55823
"2473","M5","P18","2006/4",55,43257
"2474","M5","P18","2006/5",55,33606
"2475","M5","P18","2006/6",55,15925
"2476","M5","P18","2006/7",55,21947
"2477","M5","P18","2006/8",55,9332
"2478","M5","P18","2006/9",55,3644
"2479","M5","P18","2007/1",55,-8
"2480","M5","P18","2007/2",55,-1
"2481","M5","P18","2007/3",55,-21
"2482","M5","P19","2005/10",55,50602
"2483","M5","P19","2005/11",55,93738
"2484","M5","P19","2005/12",55,48311
"2485","M5","P19","2005/9",55,5729
"2486","M5","P19","2006/1",55,63755
"2487","M5","P19","2006/10",55,4762
"2488","M5","P19","2006/11",55,210
"2489","M5","P19","2006/12",55,-1
"2490","M5","P19","2006/2",55,61059
"2491","M5","P19","2006/3",55,55823
"2492","M5","P19","2006/4",55,43257
"2493","M5","P19","2006/5",55,33606
"2494","M5","P19","2006/6",55,15925
"2495","M5","P19","2006/7",55,21947
"2496","M5","P19","2006/8",55,9332
"2497","M5","P19","2006/9",55,3644
"2498","M5","P19","2007/1",55,-8
"2499","M5","P19","2007/2",55,-1
"2500","M5","P19","2007/3",55,-21
"2501","M5","P20","2005/10",55,50602
"2502","M5","P20","2005/11",55,93738
"2503","M5","P20","2005/12",55,48311
"2504","M5","P20","2005/9",55,5729
"2505","M5","P20","2006/1",55,63755
"2506","M5","P20","2006/10",55,4762
"2507","M5","P20","2006/11",55,210
"2508","M5","P20","2006/12",55,-1
"2509","M5","P20","2006/2",55,61059
"2510","M5","P20","2006/3",55,55823
"2511","M5","P20","2006/4",55,43257
"2512","M5","P20","2006/5",55,33606
"2513","M5","P20","2006/6",55,15925
"2514","M5","P20","2006/7",55,21947
"2515","M5","P20","2006/8",55,9332
"2516","M5","P20","2006/9",55,3644
"2517","M5","P20","2007/1",55,-8
"2518","M5","P20","2007/2",55,-1
"2519","M5","P20","2007/3",55,-21
"2520","M5","P21","2005/10",55,50602
"2521","M5","P21","2005/11",55,93738
"2522","M5","P21","2005/12",55,48311
"2523","M5","P21","2005/9",55,5729
"2524","M5","P21","2006/1",55,63755
"2525","M5","P21","2006/10",55,4762
"2526","M5","P21","2006/11",55,210
"2527","M5","P21","2006/12",55,-1
"2528","M5","P21","2006/2",55,61059
"2529","M5","P21","2006/3",55,55823
"2530","M5","P21","2006/4",55,43257
"2531","M5","P21","2006/5",55,33606
"2532","M5","P21","2006/6",55,15925
"2533","M5","P21","2006/7",55,21947
"2534","M5","P21","2006/8",55,9332
"2535","M5","P21","2006/9",55,3644
"2536","M5","P21","2007/1",55,-8
"2537","M5","P21","2007/2",55,-1
"2538","M5","P21","2007/3",55,-21
"2539","M5","P22","2005/10",55,50602
"2540","M5","P22","2005/11",55,93738
"2541","M5","P22","2005/12",55,48311
"2542","M5","P22","2005/9",55,5729
"2543","M5","P22","2006/1",55,63755
"2544","M5","P22","2006/10",55,4762
"2545","M5","P22","2006/11",55,210
"2546","M5","P22","2006/12",55,-1
"2547","M5","P22","2006/2",55,61059
"2548","M5","P22","2006/3",55,55823
"2549","M5","P22","2006/4",55,43257
"2550","M5","P22","2006/5",55,33606
"2551","M5","P22","2006/6",55,15925
"2552","M5","P22","2006/7",55,21947
"2553","M5","P22","2006/8",55,9332
"2554","M5","P22","2006/9",55,3644
"2555","M5","P22","2007/1",55,-8
"2556","M5","P22","2007/2",55,-1
"2557","M5","P22","2007/3",55,-21
"2558","M5","P23","2005/10",55,50602
"2559","M5","P23","2005/11",55,93738
"2560","M5","P23","2005/12",55,48311
"2561","M5","P23","2005/9",55,5729
"2562","M5","P23","2006/1",55,63755
"2563","M5","P23","2006/10",55,4762
"2564","M5","P23","2006/11",55,210
"2565","M5","P23","2006/12",55,-1
"2566","M5","P23","2006/2",55,61059
"2567","M5","P23","2006/3",55,55823
"2568","M5","P23","2006/4",55,43257
"2569","M5","P23","2006/5",55,33606
"2570","M5","P23","2006/6",55,15925
"2571","M5","P23","2006/7",55,21947
"2572","M5","P23","2006/8",55,9332
"2573","M5","P23","2006/9",55,3644
"2574","M5","P23","2007/1",55,-8
"2575","M5","P23","2007/2",55,-1
"2576","M5","P23","2007/3",55,-21
"2577","M5","P24","2005/10",55,50602
"2578","M5","P24","2005/11",55,93738
"2579","M5","P24","2005/12",55,48311
"2580","M5","P24","2005/9",55,5729
"2581","M5","P24","2006/1",55,63755
"2582","M5","P24","2006/10",55,4762
"2583","M5","P24","2006/11",55,210
"2584","M5","P24","2006/12",55,-1
"2585","M5","P24","2006/2",55,61059
"2586","M5","P24","2006/3",55,55823
"2587","M5","P24","2006/4",55,43257
"2588","M5","P24","2006/5",55,33606
"2589","M5","P24","2006/6",55,15925
"2590","M5","P24","2006/7",55,21947
"2591","M5","P24","2006/8",55,9332
"2592","M5","P24","2006/9",55,3644
"2593","M5","P24","2007/1",55,-8
"2594","M5","P24","2007/2",55,-1
"2595","M5","P24","2007/3",55,-21
"2596","M5","P25","2005/10",55,50602
"2597","M5","P25","2005/11",55,93738
"2598","M5","P25","2005/12",55,48311
"2599","M5","P25","2005/9",55,5729
"2600","M5","P25","2006/1",55,63755
"2601","M5","P25","2006/10",55,4762
"2602","M5","P25","2006/11",55,210
"2603","M5","P25","2006/12",55,-1
"2604","M5","P25","2006/2",55,61059
"2605","M5","P25","2006/3",55,55823
"2606","M5","P25","2006/4",55,43257
"2607","M5","P25","2006/5",55,33606
"2608","M5","P25","2006/6",55,15925
"2609","M5","P25","2006/7",55,21947
"2610","M5","P25","2006/8",55,9332
"2611","M5","P25","2006/9",55,3644
"2612","M5","P25","2007/1",55,-8
"2613","M5","P25","2007/2",55,-1
"2614","M5","P25","2007/3",55,-21
"2615","M5","P26","2005/10",55,50602
"2616","M5","P26","2005/11",55,93738
"2617","M5","P26","2005/12",55,48311
"2618","M5","P26","2005/9",55,5729
"2619","M5","P26","2006/1",55,63755
"2620","M5","P26","2006/10",55,4762
"2621","M5","P26","2006/11",55,210
"2622","M5","P26","2006/12",55,-1
"2623","M5","P26","2006/2",55,61059
"2624","M5","P26","2006/3",55,55823
"2625","M5","P26","2006/4",55,43257
"2626","M5","P26","2006/5",55,33606
"2627","M5","P26","2006/6",55,15925
"2628","M5","P26","2006/7",55,21947
"2629","M5","P26","2006/8",55,9332
"2630","M5","P26","2006/9",55,3644
"2631","M5","P26","2007/1",55,-8
"2632","M5","P26","2007/2",55,-1
"2633","M5","P26","2007/3",55,-21
"2634","M5","P27","2005/10",55,50602
"2635","M5","P27","2005/11",55,93738
"2636","M5","P27","2005/12",55,48311
"2637","M5","P27","2005/9",55,5729
"2638","M5","P27","2006/1",55,63755
"2639","M5","P27","2006/10",55,4762
"2640","M5","P27","2006/11",55,210
"2641","M5","P27","2006/12",55,-1
"2642","M5","P27","2006/2",55,61059
"2643","M5","P27","2006/3",55,55823
"2644","M5","P27","2006/4",55,43257
"2645","M5","P27","2006/5",55,33606
"2646","M5","P27","2006/6",55,15925
"2647","M5","P27","2006/7",55,21947
"2648","M5","P27","2006/8",55,9332
"2649","M5","P27","2006/9",55,3644
"2650","M5","P27","2007/1",55,-8
"2651","M5","P27","2007/2",55,-1
"2652","M5","P27","2007/3",55,-21
"2653","M5","P28","2005/10",55,50602
"2654","M5","P28","2005/11",55,93738
"2655","M5","P28","2005/12",55,48311
"2656","M5","P28","2005/9",55,5729
"2657","M5","P28","2006/1",55,63755
"2658","M5","P28","2006/10",55,4762
"2659","M5","P28","2006/11",55,210
"2660","M5","P28","2006/12",55,-1
"2661","M5","P28","2006/2",55,61059
"2662","M5","P28","2006/3",55,55823
"2663","M5","P28","2006/4",55,43257
"2664","M5","P28","2006/5",55,33606
"2665","M5","P28","2006/6",55,15925
"2666","M5","P28","2006/7",55,21947
"2667","M5","P28","2006/8",55,9332
"2668","M5","P28","2006/9",55,3644
"2669","M5","P28","2007/1",55,-8
"2670","M5","P28","2007/2",55,-1
"2671","M5","P28","2007/3",55,-21
"2672","M5","P29","2005/10",55,50602
"2673","M5","P29","2005/11",55,93738
"2674","M5","P29","2005/12",55,48311
"2675","M5","P29","2005/9",55,5729
"2676","M5","P29","2006/1",55,63755
"2677","M5","P29","2006/10",55,4762
"2678","M5","P29","2006/11",55,210
"2679","M5","P29","2006/12",55,-1
"2680","M5","P29","2006/2",55,61059
"2681","M5","P29","2006/3",55,55823
"2682","M5","P29","2006/4",55,43257
"2683","M5","P29","2006/5",55,33606
"2684","M5","P29","2006/6",55,15925
"2685","M5","P29","2006/7",55,21947
"2686","M5","P29","2006/8",55,9332
"2687","M5","P29","2006/9",55,3644
"2688","M5","P29","2007/1",55,-8
"2689","M5","P29","2007/2",55,-1
"2690","M5","P29","2007/3",55,-21
"2691","M5","P30","2005/10",55,50602
"2692","M5","P30","2005/11",55,93738
"2693","M5","P30","2005/12",55,48311
"2694","M5","P30","2005/9",55,5729
"2695","M5","P30","2006/1",55,63755
"2696","M5","P30","2006/10",55,4762
"2697","M5","P30","2006/11",55,210
"2698","M5","P30","2006/12",55,-1
"2699","M5","P30","2006/2",55,61059
"2700","M5","P30","2006/3",55,55823
"2701","M5","P30","2006/4",55,43257
"2702","M5","P30","2006/5",55,33606
"2703","M5","P30","2006/6",55,15925
"2704","M5","P30","2006/7",55,21947
"2705","M5","P30","2006/8",55,9332
"2706","M5","P30","2006/9",55,3644
"2707","M5","P30","2007/1",55,-8
"2708","M5","P30","2007/2",55,-1
"2709","M5","P30","2007/3",55,-21
"2710","M5","P31","2005/10",55,50602
"2711","M5","P31","2005/11",55,93738
"2712","M5","P31","2005/12",55,48311
"2713","M5","P31","2005/9",55,5729
"2714","M5","P31","2006/1",55,63755
"2715","M5","P31","2006/10",55,4762
"2716","M5","P31","2006/11",55,210
"2717","M5","P31","2006/12",55,-1
"2718","M5","P31","2006/2",55,61059
"2719","M5","P31","2006/3",55,55823
"2720","M5","P31","2006/4",55,43257
"2721","M5","P31","2006/5",55,33606
"2722","M5","P31","2006/6",55,15925
"2723","M5","P31","2006/7",55,21947
"2724","M5","P31","2006/8",55,9332
"2725","M5","P31","2006/9",55,3644
"2726","M5","P31","2007/1",55,-8
"2727","M5","P31","2007/2",55,-1
"2728","M5","P31","2007/3",55,-21
"2729","M6","P01","2007/10",16,53359
"2730","M6","P01","2007/11",16,42165
"2731","M6","P01","2007/12",16,28221
"2732","M6","P01","2007/6",16,1724
"2733","M6","P01","2007/7",16,59130
"2734","M6","P01","2007/8",16,62199
"2735","M6","P01","2007/9",16,86916
"2736","M6","P01","2008/1",16,23466
"2737","M6","P01","2008/2",16,4112
"2738","M6","P02","2007/10",16,53359
"2739","M6","P02","2007/11",16,42165
"2740","M6","P02","2007/12",16,28221
"2741","M6","P02","2007/6",16,1724
"2742","M6","P02","2007/7",16,59130
"2743","M6","P02","2007/8",16,62199
"2744","M6","P02","2007/9",16,86916
"2745","M6","P02","2008/1",16,23466
"2746","M6","P02","2008/2",16,4112
"2747","M6","P03","2007/10",16,53359
"2748","M6","P03","2007/11",16,42165
"2749","M6","P03","2007/12",16,28221
"2750","M6","P03","2007/6",16,1724
"2751","M6","P03","2007/7",16,59130
"2752","M6","P03","2007/8",16,62199
"2753","M6","P03","2007/9",16,86916
"2754","M6","P03","2008/1",16,23466
"2755","M6","P03","2008/2",16,4112
"2756","M6","P04","2007/10",16,53359
"2757","M6","P04","2007/11",16,42165
"2758","M6","P04","2007/12",16,28221
"2759","M6","P04","2007/6",16,1724
"2760","M6","P04","2007/7",16,59130
"2761","M6","P04","2007/8",16,62199
"2762","M6","P04","2007/9",16,86916
"2763","M6","P04","2008/1",16,23466
"2764","M6","P04","2008/2",16,4112
"2765","M6","P05","2007/10",16,53359
"2766","M6","P05","2007/11",16,42165
"2767","M6","P05","2007/12",16,28221
"2768","M6","P05","2007/6",16,1724
"2769","M6","P05","2007/7",16,59130
"2770","M6","P05","2007/8",16,62199
"2771","M6","P05","2007/9",16,86916
"2772","M6","P05","2008/1",16,23466
"2773","M6","P05","2008/2",16,4112
"2774","M6","P06","2007/10",16,53359
"2775","M6","P06","2007/11",16,42165
"2776","M6","P06","2007/12",16,28221
"2777","M6","P06","2007/6",16,1724
"2778","M6","P06","2007/7",16,59130
"2779","M6","P06","2007/8",16,62199
"2780","M6","P06","2007/9",16,86916
"2781","M6","P06","2008/1",16,23466
"2782","M6","P06","2008/2",16,4112
"2783","M6","P07","2007/10",16,53359
"2784","M6","P07","2007/11",16,42165
"2785","M6","P07","2007/12",16,28221
"2786","M6","P07","2007/6",16,1724
"2787","M6","P07","2007/7",16,59130
"2788","M6","P07","2007/8",16,62199
"2789","M6","P07","2007/9",16,86916
"2790","M6","P07","2008/1",16,23466
"2791","M6","P07","2008/2",16,4112
"2792","M6","P08","2007/10",16,53359
"2793","M6","P08","2007/11",16,42165
"2794","M6","P08","2007/12",16,28221
"2795","M6","P08","2007/6",16,1724
"2796","M6","P08","2007/7",16,59130
"2797","M6","P08","2007/8",16,62199
"2798","M6","P08","2007/9",16,86916
"2799","M6","P08","2008/1",16,23466
"2800","M6","P08","2008/2",16,4112
"2801","M6","P09","2007/10",16,53359
"2802","M6","P09","2007/11",16,42165
"2803","M6","P09","2007/12",16,28221
"2804","M6","P09","2007/6",16,1724
"2805","M6","P09","2007/7",16,59130
"2806","M6","P09","2007/8",16,62199
"2807","M6","P09","2007/9",16,86916
"2808","M6","P09","2008/1",16,23466
"2809","M6","P09","2008/2",16,4112
"2810","M6","P10","2007/10",16,53359
"2811","M6","P10","2007/11",16,42165
"2812","M6","P10","2007/12",16,28221
"2813","M6","P10","2007/6",16,1724
"2814","M6","P10","2007/7",16,59130
"2815","M6","P10","2007/8",16,62199
"2816","M6","P10","2007/9",16,86916
"2817","M6","P10","2008/1",16,23466
"2818","M6","P10","2008/2",16,4112
"2819","M6","P11","2007/10",16,53359
"2820","M6","P11","2007/11",16,42165
"2821","M6","P11","2007/12",16,28221
"2822","M6","P11","2007/6",16,1724
"2823","M6","P11","2007/7",16,59130
"2824","M6","P11","2007/8",16,62199
"2825","M6","P11","2007/9",16,86916
"2826","M6","P11","2008/1",16,23466
"2827","M6","P11","2008/2",16,4112
"2828","M6","P12","2007/10",16,53359
"2829","M6","P12","2007/11",16,42165
"2830","M6","P12","2007/12",16,28221
"2831","M6","P12","2007/6",16,1724
"2832","M6","P12","2007/7",16,59130
"2833","M6","P12","2007/8",16,62199
"2834","M6","P12","2007/9",16,86916
"2835","M6","P12","2008/1",16,23466
"2836","M6","P12","2008/2",16,4112
"2837","M6","P13","2007/10",16,53359
"2838","M6","P13","2007/11",16,42165
"2839","M6","P13","2007/12",16,28221
"2840","M6","P13","2007/6",16,1724
"2841","M6","P13","2007/7",16,59130
"2842","M6","P13","2007/8",16,62199
"2843","M6","P13","2007/9",16,86916
"2844","M6","P13","2008/1",16,23466
